,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Alzheimer's Disease,Cancer,Car Accidents,Diabetes,Heart Disease,Homicide,Kidney Disease,Lower Respiratory Disease,Overdose,Pneumonia & Influenza,Stroke,Suicide,Terrorism
1,0.3565416502174322,-0.7148407155469515,-0.19073583116716203,-1.4631484290689267,0.850424850108379,3.4273704980908715,2.3789301255024538,1.2585839475690257,1.966149099886764,0.3963044652493401,0.11264004110314633,1.9283610014597048,8.270346830638632
